업소명,업종,업태,도로명주소
장여사네,일반음식점,한식,강원특별자치도 강릉시 독송길 36-3(월호평동)
장여사추어탕,일반음식점,한식,강원특별자치도 강릉시 월대산로 9(입암동)
장터보리밥집,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내시장길 75-1
장터비빔밥,일반음식점,한식,강원특별자치도 강릉시 중앙시장1길 11(1층 성남동)
장혁민의 부대찌개,일반음식점,한식,강원특별자치도 강릉시 사임당로 131-1(106호 홍제동)
재벌집삼계탕,일반음식점,한식,강원특별자치도 강릉시 독송길 40(1층 102호 월호평동)
전곱,일반음식점,한식,강원특별자치도 강릉시 하평3길 28(포남동)
전곱주문진점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문북로 35-1(1층)
전남광주식당,일반음식점,한식,강원특별자치도 강릉시 해안로 517(안현동)
전수식당,일반음식점,한식,강원특별자치도 강릉시 화부산로 22(교동)
전원식당,일반음식점,한식,강원특별자치도 강릉시 옥천로19번길 26(1층 옥천동)
전이랑구이랑,일반음식점,한식,강원특별자치도 강릉시 중앙시장길 20(1층 79호 성남동)
전주식당,일반음식점,한식,강원특별자치도 강릉시 사천면 방동길 55
전집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 향호리 8-17 주문진 해수욕장
전통초당순두부집,일반음식점,한식,"강원특별자치도 강릉시 운정길 133(운정동,외1필지)"
점봉산산채산나물천국,일반음식점,한식,강원특별자치도 강릉시 난설헌로 168(초당동)
정감,일반음식점,한식,강원특별자치도 강릉시 가작로 34(1층 101호 교동)
정감이능이백숙,일반음식점,한식,강원특별자치도 강릉시 강동면 둔지길 89-16
정담,일반음식점,한식,강원특별자치도 강릉시 금성로61번길 11(1층 성남동)
정동닭.오리백숙,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 920-18
정동만남의광장,일반음식점,한식,강원특별자치도 강릉시 강동면 오이동길 7
정동진밥집,일반음식점,한식,강원특별자치도 강릉시 강동면 정동3길 46
정동진밥집,일반음식점,한식,강원특별자치도 강릉시 강동면 정동진리 569-2 정동진해수욕장
정동진시골밥상,일반음식점,한식,강원특별자치도 강릉시 강동면 오이성황길 1-2
정동진쌈밥장칼국수,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 906-3(가동 1층)
정동진역주식포차,일반음식점,한식,강원특별자치도 강릉시 강동면 정동역길 24-1
정동진일출맛집,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1089
정동진전복뚝배기,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1001
정동진정가네순두부,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1094
정동진해물탕,일반음식점,한식,강원특별자치도 강릉시 강동면 정동1길 6
정동진회센타,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 977(1층)
정동행솥밥,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 923
정든추어탕,일반음식점,한식,강원특별자치도 강릉시 운정길21번길 3(난곡동)
정선골곤드레밥집,일반음식점,한식,강원특별자치도 강릉시 옥천로61번길 21-1(옥천동)
정선아줌마순메밀부치기,일반음식점,분식,강원특별자치도 강릉시 중앙시장2길 33(1층 성남동)
정선이모네식당,일반음식점,한식,강원특별자치도 강릉시 강릉대로223번길 11(1층 교동)
정식당,일반음식점,한식,"강원특별자치도 강릉시 옥천로 48(옥천동,동부시장 1층 98호)"
정아식당,일반음식점,한식,강원특별자치도 강릉시 동부시장1길 3(옥천동)
정원식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 138(1층)
정유진미성식당,일반음식점,한식,강원특별자치도 강릉시 하평5길 14(포남동)
정윤이네먹거리,일반음식점,한식,강원특별자치도 강릉시 중앙시장3길 37-1(성남동)
정은숙초당순두부,일반음식점,분식,강원특별자치도 강릉시 난설헌로 200(초당동)
정현식당,일반음식점,한식,강원특별자치도 강릉시 강릉대로 92(1층 홍제동)
정화식당,일반음식점,한식,강원특별자치도 강릉시 토성로 193(옥천동)
정희네수제찹쌀고로케,일반음식점,분식,강원특별자치도 강릉시 홍제로 37(1층 102호 홍제동)
제비리장칼국수,일반음식점,분식,강원특별자치도 강릉시 구정면 회산로 44-4(1층)
제비연,일반음식점,한식,강원특별자치도 강릉시 구정면 정등로 24-14
제왕산순대,일반음식점,한식,강원특별자치도 강릉시 성산면 백두대간로 2713-4
제일강산,일반음식점,한식,강원특별자치도 강릉시 홍제로85번길 29(홍제동)
제일함흥냉면,일반음식점,분식,강원특별자치도 강릉시 중앙시장3길 3(성남동)
제주해인물회,일반음식점,한식,강원특별자치도 강릉시 하평4길 41(포남동)
젤코바,일반음식점,분식,강원특별자치도 강릉시 종합운동장길 39(1층 교동)
조롱박식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 472
조부동막국수,일반음식점,한식,강원특별자치도 강릉시 사천면 청솔공원길 86-1(1층)
조부자매운순대家강릉점,일반음식점,한식,강원특별자치도 강릉시 남부로17번길 25(1층 내곡동)
조양면옥,일반음식점,한식,강원특별자치도 강릉시 주문진읍 교항안길 60
종로청국장,일반음식점,한식,강원특별자치도 강릉시 강릉대로121번길 4(교동)
종점,일반음식점,한식,강원특별자치도 강릉시 경강로 2537(견소동)
좋은돼지,일반음식점,한식,강원특별자치도 강릉시 옥가로 38(옥천동)
좋은생각한식전문점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 56(1층)
좋은세상,일반음식점,한식,강원특별자치도 강릉시 중기안길 30(옥천동)
주공면옥,일반음식점,분식,강원특별자치도 강릉시 주문진읍 신리천로 72
주공포차,일반음식점,분식,"강원특별자치도 강릉시 강변로 364(입암동,1주공 상가 105호)"
주막,일반음식점,한식,강원특별자치도 강릉시 관대길20번길 2(내곡동)
주막골밥상,일반음식점,한식,강원특별자치도 강릉시 율곡로 2950(교동)
주먹앤덮밥,일반음식점,한식,"강원특별자치도 강릉시 강변로 364(2층 205호 입암동, 입암1주공아파트)"
주문진 맛집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 57
주문진가마솥설렁탕,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 257-4
주문진고기장터,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구2길 9
주문진곰치국,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 150
주문진남매식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 작은다리길 31
주문진대박식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구3길 2-1
주문진돈의맛,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 367
주문진둥지식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장3길 4
주문진리조트,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 2070
주문진막국수,일반음식점,분식,강원특별자치도 강릉시 주문진읍 연주로 587
주문진맛튀김,일반음식점,분식,강원특별자치도 강릉시 주문진읍 해안로 1758-14
주문진미인상회,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 381(1층)
주문진생선구이,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1795
주문진순이네,일반음식점,한식,강원특별자치도 강릉시 가작로 15(교동)
주문진식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 18
주문진여기어때,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 56-3(1층)
주문진장례식장내주문진식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 448-5
주문진전주식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 49-1(1층)
주문진진아네,일반음식점,한식,강원특별자치도 강릉시 연곡면 영진길 33(102호)
주문진해물,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1629
주문진해물국수,일반음식점,분식,강원특별자치도 강릉시 성덕포남로188번길 10(포남동)
주문진행운식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구로 45
주문진현아네식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장3길 1-2(1층)
주식회사느루,일반음식점,한식,강원특별자치도 강릉시 연당길 11(1층 포남동)
주안상,일반음식점,한식,강원특별자치도 강릉시 선수촌로63번길 18-2(1층 홍제동)
주영식당,일반음식점,한식,"강원특별자치도 강릉시 금성로 21(중앙시장2층동 12,13호 성남동)"
주원불낙지,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 322-1
주희네의정부부대찌개,일반음식점,한식,강원특별자치도 강릉시 월대산로 68(입암동)
죽방전집,일반음식점,한식,강원특별자치도 강릉시 남강초교2길 33-1(1층 포남동)
죽이야기,일반음식점,한식,"강원특별자치도 강릉시 경강로 2120(옥천동,5층)"
죽헌식당,일반음식점,한식,강원특별자치도 강릉시 죽헌길 159(죽헌동)
준푸드,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1981(1층)
준호네정원,일반음식점,한식,강원특별자치도 강릉시 성산면 구산길 90
중국미도,일반음식점,분식,강원특별자치도 강릉시 문화의길7번길 7(임당동)
중앙가든,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내시장길 19
중앙가든,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내시장길 19(2동 1층)
중앙식당,일반음식점,한식,강원특별자치도 강릉시 왕산면 왕산로 23-12
중앙실비,일반음식점,한식,강원특별자치도 강릉시 경강로2067번길 6(성내동)
중앙형제횟집,일반음식점,한식,강원특별자치도 강릉시 금성로 21(중앙시장동 2층 43-1호 성남동)
중앙휴게소,일반음식점,분식,강원특별자치도 강릉시 중앙시장2길 48(성남동)
중화요리황금성,일반음식점,한식,강원특별자치도 강릉시 경강로 2196(포남동)
중화요리흑진주,일반음식점,분식,강원특별자치도 강릉시 사천면 방동길 37(2층)
즐겨찾기,일반음식점,한식,강원특별자치도 강릉시 연당길 70(초당동)
지연식당,일반음식점,한식,강원특별자치도 강릉시 남구길30번길 12(포남동)
지원식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1760(1단지2동)
지프레시,일반음식점,한식,강원특별자치도 강릉시 새냉이길 24(1층 홍제동)
지호한방삼계탕,일반음식점,한식,강원특별자치도 강릉시 정원로 83-9(교동)
직화볶음찜닭볶찜강릉관동대점,일반음식점,한식,강원특별자치도 강릉시 범일로579번길 49-2(1층 내곡동)
진고개냉면,일반음식점,분식,강원특별자치도 강릉시 연곡면 진고개로 2539
진고개농원식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 퇴곡2길 60
진고개식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 1178-12
진고개휴게소식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 1075
진미식당,일반음식점,한식,강원특별자치도 강릉시 금성로45번길 14(성남동)
진미아구찜,일반음식점,한식,강원특별자치도 강릉시 주문진읍 매맥이길 13-18
진보실비,일반음식점,한식,강원특별자치도 강릉시 경강로 2264(포남동)
진부집부침,일반음식점,한식,강원특별자치도 강릉시 금성로5번길 12(1층 2호 성남동)
진뼈해장국감자탕,일반음식점,한식,강원특별자치도 강릉시 창해로350번길 25(강문동)
진영두부마을,일반음식점,한식,강원특별자치도 강릉시 옥가로 20(옥천동)
진이네,일반음식점,한식,"강원특별자치도 강릉시 남부로125번길 5(노암동,한라3차상가)"
진재골식당,일반음식점,한식,강원특별자치도 강릉시 진재골길 132-3(장현동)
진지한국밥강릉교동점,일반음식점,분식,강원특별자치도 강릉시 교동광장로 127(1층 102호 교동)
질가집,일반음식점,한식,강원특별자치도 강릉시 임영로 59-1(1층 노암동)
집밥생각,일반음식점,한식,강원특별자치도 강릉시 원대로 27(1층 교동)
짜장이랑짬뽕이랑,일반음식점,한식,강원특별자치도 강릉시 경강로 2560(견소동)
짝패,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 135
짬뽕집,일반음식점,한식,강원특별자치도 강릉시 경강로 2068-1(금학동)
짱구분식,일반음식점,분식,강원특별자치도 강릉시 중기길 15-2(옥천동)
짱신,일반음식점,한식,강원특별자치도 강릉시 옥계면 헌화로 441
쪼닭,일반음식점,한식,강원특별자치도 강릉시 관대길 36(1층 내곡동)
찐전집,일반음식점,한식,"강원특별자치도 강릉시 경강로2539번길 8(106호 견소동, 견소동 한신아파트)"
차현희순두부청국장,일반음식점,한식,"강원특별자치도 강릉시 초당순두부길 98(가,다동 초당동)"
착한한우해장국,일반음식점,한식,강원특별자치도 강릉시 범일로 532(내곡동)
착한황금돼지,일반음식점,한식,강원특별자치도 강릉시 율곡초교길47번길 15(교동)
찬찬찬7.0,일반음식점,분식,강원특별자치도 강릉시 율곡초교길 25(1층 교동)
참고맙소,일반음식점,한식,강원특별자치도 강릉시 연곡면 남평길 1
참새방앗간2호점,일반음식점,한식,강원특별자치도 강릉시 강중길 50(2층 입암동)
참새앤방앗간,일반음식점,분식,강원특별자치도 강릉시 강중길48번길 1(입암동)
참이맛감자탕,일반음식점,한식,강원특별자치도 강릉시 회산로 368(회산동)
참치정육점,일반음식점,한식,강원특별자치도 강릉시 남구길17번길 2(포남동)
창성식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구3길 1-6
채반,일반음식점,한식,강원특별자치도 강릉시 범일로 666(내곡동)
채선당 자연한가득 강릉내곡점,일반음식점,한식,강원특별자치도 강릉시 남부로17번길 28-1(1층 내곡동)
채선당,일반음식점,한식,강원특별자치도 강릉시 교동광장로 110(교동)
채선당강릉사천항점,일반음식점,한식,강원특별자치도 강릉시 사천면 진리해변길 37(상가동 C-B113호 강릉호반베르디움오션아파트)
채여사의한뚝배기추어탕,일반음식점,한식,강원특별자치도 강릉시 선수촌로 79-15(107호 홍제동)
처가집백반,일반음식점,한식,강원특별자치도 강릉시 옥천로 74(교동)
천년바위,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 1128-4
천일삼겹살,일반음식점,한식,강원특별자치도 강릉시 옥천로 63(1층 옥천동)
천진동해장국,일반음식점,한식,강원특별자치도 강릉시 강릉대로 104(홍제동)
철다리,일반음식점,한식,강원특별자치도 강릉시 토성로 189(옥천동)
철뚝소머리집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 철둑길 42
철이네전부침,일반음식점,분식,강원특별자치도 강릉시 중앙시장1길 17(성남동)
철판명가,일반음식점,한식,강원특별자치도 강릉시 금성로 16(1층 금학동)
청기와식당,일반음식점,한식,강원특별자치도 강릉시 성산면 구산길 73-1
청기와육개장,일반음식점,한식,강원특별자치도 강릉시 가작로 12(교동)
청기와한정식,일반음식점,한식,강원특별자치도 강릉시 동부시장1길 5(옥천동)
청년고기장수주문진점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구로 40(상가동 1층 101호 강릉주문진풍림아이원하버뷰)
청년떡볶이강릉교동점,일반음식점,분식,강원특별자치도 강릉시 교동광장로 129(교동)
청담,일반음식점,한식,강원특별자치도 강릉시 율곡초교길47번길 13(교동)
청량골,일반음식점,한식,강원특별자치도 강릉시 유다리길31번길 11-6(청량동)
청사초롱감자탕,일반음식점,한식,강원특별자치도 강릉시 하슬라로 38(홍제동)
청솔공원식당,일반음식점,한식,강원특별자치도 강릉시 사천면 청솔공원길 334(청솔공원관리사무소)
청송식당,일반음식점,한식,강원특별자치도 강릉시 범일로579번길 59(내곡동)
청송장칼국수,일반음식점,분식,강원특별자치도 강릉시 경강로2323번길 14(포남동)
청수그린가든,일반음식점,한식,강원특별자치도 강릉시 옥계면 생골길 74
청정갯마을,일반음식점,한식,강원특별자치도 강릉시 강릉대로210번길 22(2층 임당동)
청주무심천대게,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1760(1단지4동)
청주본가강릉점,일반음식점,한식,강원특별자치도 강릉시 범일로 644(2층 내곡동)
청춘꼬마김밥&떡볶이,일반음식점,분식,강원특별자치도 강릉시 선수촌로 79-19(1층 106호 홍제동)
청학동순대,일반음식점,한식,강원특별자치도 강릉시 율곡초교길43번길 1(교동)
청화대,일반음식점,분식,강원특별자치도 강릉시 강동면 오이동길 45
청화대뚝배기동태탕,일반음식점,한식,강원특별자치도 강릉시 강릉대로 436(가동 포남동)
초가집,일반음식점,한식,강원특별자치도 강릉시 강동면 율곡로 1852
초가집,일반음식점,한식,"강원특별자치도 강릉시 부흥길 22(1,2층 노암동)"
초당가국수,일반음식점,한식,강원특별자치도 강릉시 초당원길 51(1층 초당동)
초당고부순두부,일반음식점,한식,"강원특별자치도 강릉시 강릉대로587번길 17(가,나동 1층 초당동)"
초당다나정원,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 16(초당동)
초당닭내장,일반음식점,한식,강원특별자치도 강릉시 초당원길 53-1(초당동)
초당막국수,일반음식점,분식,강원특별자치도 강릉시 사천면 중앙서로 357
초당맷돌순두부,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 75(초당동)
초당명가짬뽕순두부,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 69(초당동)
초당미소,일반음식점,한식,강원특별자치도 강릉시 초당원길 30-1(1층 초당동)
초당민들레,일반음식점,한식,강원특별자치도 강릉시 연당길 108(초당동)
초당본가짬뽕순두부,일반음식점,분식,강원특별자치도 강릉시 초당순두부길 97(초당동)
초당부일손칼국수,일반음식점,분식,강원특별자치도 강릉시 연당길 94-12(초당동)
초당순두부떡갈비,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 55(초당동)
초당오죽헌소갈비찜강문안목해변점,일반음식점,한식,강원특별자치도 강릉시 난설헌로 219(1층 초당동)
초당옥,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 40(1층 초당동)
초당장칼국수,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 33-1(초당동)
초당콩밭,일반음식점,분식,강원특별자치도 강릉시 초당순두부길 57(초당동)
초당토박이 할머니순두부,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 47(초당동)
초당한식,일반음식점,한식,강원특별자치도 강릉시 난설헌로 176(초당동)
초당할머니순두부,일반음식점,한식,강원특별자치도 강릉시 초당순두부길 77(초당동)
초당해물찜,일반음식점,한식,강원특별자치도 강릉시 난설헌로 228-5(2층 초당동)
초당해장국,일반음식점,한식,강원특별자치도 강릉시 연당길 63(초당동)
초당화,일반음식점,한식,강원특별자치도 강릉시 난설헌로 199(1층 초당동)
초당훈이순두부짬뽕,일반음식점,한식,강원특별자치도 강릉시 초당순두부길55번길 38(1층 초당동)
초시막국수,일반음식점,분식,강원특별자치도 강릉시 연곡면 초시길 33-1
초시토속식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장3길 4
초심,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 56
초원,일반음식점,한식,강원특별자치도 강릉시 성산면 구산길 63
초원부침,일반음식점,한식,강원특별자치도 강릉시 중앙시장1길 10(1층 성남동)
초원이모네,일반음식점,분식,강원특별자치도 강릉시 강변로126번길 8-2(내곡동)
초장집,일반음식점,한식,강원특별자치도 강릉시 금성로23번길 6(1층 성남동)
최가네두루치기,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내시장길 91-1(1-2층)
최가네한방능이백숙,일반음식점,한식,강원특별자치도 강릉시 범일로 505(내곡동)
최대게,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1727-2
최씨장칼국수,일반음식점,분식,강원특별자치도 강릉시 해안로 292(5호 강문동)
최일순짬뽕순두부,일반음식점,한식,강원특별자치도 강릉시 해안로 517(안현동)
추억의맛집,일반음식점,한식,강원특별자치도 강릉시 옥가로7번길 14(옥천동)
축항,일반음식점,한식,강원특별자치도 강릉시 남구길 11(포남동)
춘식이네,일반음식점,한식,강원특별자치도 강릉시 주문진읍 중앙골목길 19
춘자네밥집,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 1084
춘장왕,일반음식점,분식,강원특별자치도 강릉시 주문진읍 주문로 116
춘천마신는닭갈비,일반음식점,분식,강원특별자치도 강릉시 임영로116번안길 3-1(금학동)
춘천명동김치닭갈비,일반음식점,한식,강원특별자치도 강릉시 월대산로 68(2호 입암동)
춘천명물닭갈비,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리길 3
춘천수미닭갈비,일반음식점,한식,강원특별자치도 강릉시 월대산로 60(입암동)
춘천식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 항구2길 6-1
춘천진미닭갈비,일반음식점,한식,강원특별자치도 강릉시 하평길 8(1층 포남동)
춘천진선닭갈비,일반음식점,한식,강원특별자치도 강릉시 토성로 69(홍제동)
춘천최가네닭갈비,일반음식점,한식,강원특별자치도 강릉시 입암로148번길 22(입암동)
춘하추동,일반음식점,한식,강원특별자치도 강릉시 남구길 24(포남동)
춘하추동교동택지점,일반음식점,한식,강원특별자치도 강릉시 정원로 73-2(9호 교동)
춘하추동입암점,일반음식점,한식,강원특별자치도 강릉시 입암로 139(입암동)
충남뼈다귀해장국,일반음식점,한식,"강원특별자치도 강릉시 옥천로 48(옥천동,동부시장 1층 116호)"
취해,일반음식점,한식,강원특별자치도 강릉시 하슬라로232번길 14-12(교동)
취향마라강릉점,일반음식점,한식,강원특별자치도 강릉시 옥천로61번길 19-1(옥천동)
치킨인류내곡홍제점,일반음식점,한식,강원특별자치도 강릉시 관대길 33(내곡동)
친구포장마차,일반음식점,한식,강원특별자치도 강릉시 옥천로 49(옥천동)
칠봉산자락,일반음식점,한식,강원특별자치도 강릉시 구정면 회산로 88-27(1층)
칡꽃향기,일반음식점,한식,강원특별자치도 강릉시 성산면 양지말길 48
칡꽃향기,일반음식점,분식,강원특별자치도 강릉시 문화의길 18(임당동)
칡냉면 땡기는날,일반음식점,분식,강원특별자치도 강릉시 중앙시장길 3(성남동)
칭따오양꼬치,일반음식점,한식,강원특별자치도 강릉시 옥가로19번길 25(교동)
카페더유월,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 317-1(1층)
카페선,일반음식점,한식,강원특별자치도 강릉시 구정면 구정중앙로 207-89(2층)
카페툇마루,일반음식점,한식,강원특별자치도 강릉시 난설헌로 232(1~2층 초당동)
캠핑식당용지각길56,일반음식점,한식,강원특별자치도 강릉시 용지각길 56(1층 포남동)
컴포즈커피강릉중앙시장점,일반음식점,분식,강원특별자치도 강릉시 중앙시장2길 45-1(성남동)
코끼리만두,일반음식점,분식,강원특별자치도 강릉시 강릉대로443번길 13(포남동)
코다리마을,일반음식점,한식,강원특별자치도 강릉시 사천면 조부동길 67-2
코리아식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 36
코바코사천점,일반음식점,한식,강원특별자치도 강릉시 사천면 방동길 43
콜롬보식당,일반음식점,한식,강원특별자치도 강릉시 중앙시장3길 32(성남동)
콩가네,일반음식점,한식,강원특별자치도 강릉시 저동등길 178-36(저동)
콩새장치찜,일반음식점,한식,강원특별자치도 강릉시 옥가로 45(옥천동)
크림브리즈,일반음식점,한식,강원특별자치도 강릉시 옥계면 헌화로 467(1층)
큰기와집,일반음식점,한식,강원특별자치도 강릉시 강동면 정동등명길 3
큰마루추어탕,일반음식점,한식,강원특별자치도 강릉시 금성로45번길 12(성남동)
큰맘할매순대국,일반음식점,한식,강원특별자치도 강릉시 강릉대로 337-2(1층 포남동)
큰맘할매순대국,일반음식점,한식,강원특별자치도 강릉시 경강로 2614(1~2층 견소동)
큰맘할매순대국,일반음식점,한식,강원특별자치도 강릉시 강릉대로 190(1층 교동)
큰손감자탕,일반음식점,한식,강원특별자치도 강릉시 하평4길 39(1층 포남동)
큰집추어탕,일반음식점,한식,"강원특별자치도 강릉시 임영로155번길 6(용강동,번지1층42호)"
킹콩부대찌개 강릉주문진점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 10(1층 102호)
킹콩부대찌개강릉교동점,일반음식점,한식,강원특별자치도 강릉시 정원로 77-7(교동)
킹콩부대찌개강릉옥천점,일반음식점,한식,강원특별자치도 강릉시 경강로 2160(옥천동)
킹콩부대찌개내곡점,일반음식점,한식,강원특별자치도 강릉시 남부로17번길 10(1층 내곡동)
태광나들목,일반음식점,한식,강원특별자치도 강릉시 연곡면 소금강길 459(1~2층)
태광회식당,일반음식점,한식,강원특별자치도 강릉시 창해로 382(강문동)
태백산맥식당,일반음식점,한식,강원특별자치도 강릉시 해안로 517(안현동)
태봉식당,일반음식점,분식,"강원특별자치도 강릉시 강변로 508(1층 103호 입암동, 입암2단지주공아파트)"
태산순대국,일반음식점,한식,강원특별자치도 강릉시 궁골길 6(회산동)
태울한식부페,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 911(1층)
태원식당,일반음식점,한식,강원특별자치도 강릉시 임영로163번길 5(1층 용강동)
태인네포차,일반음식점,한식,"강원특별자치도 강릉시 경강로 2511(104, 105호 송정동, 강릉아이파크)"
태장봉능이오리닭백숙,일반음식점,한식,강원특별자치도 강릉시 동해대로3407번길 39-8(대전동)
태장봉식당,일반음식점,한식,강원특별자치도 강릉시 한밭골길 79-6(대전동)
택지오뎅,일반음식점,분식,강원특별자치도 강릉시 솔올로 51(1층 교동)
터미널가정식백반,일반음식점,한식,강원특별자치도 강릉시 하슬라로 27(홍제동)
터미널분식,일반음식점,분식,강원특별자치도 강릉시 하슬라로 15(홍제동)
테츠,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 23-5(교동)
토담골,일반음식점,한식,강원특별자치도 강릉시 경강로 2195(옥천동)
토담마루,일반음식점,한식,강원특별자치도 강릉시 하슬라로 36(홍제동)
토담순두부,일반음식점,한식,강원특별자치도 강릉시 난설헌로193번길 1-19(초당동)
토담쌈밥,일반음식점,한식,강원특별자치도 강릉시 남부로163번길 7(노암동)
토박이해물,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1615-1
토방만두,일반음식점,분식,강원특별자치도 강릉시 새냉이길26번길 18-2(홍제동)
토스트굽는사람들솔올점,일반음식점,분식,강원특별자치도 강릉시 솔올로 93(교동)
토스트랑&,일반음식점,분식,강원특별자치도 강릉시 하슬라로 30(1층 홍제동)
토종집,일반음식점,한식,강원특별자치도 강릉시 입암로 28(1층 입암동)
통일식당,일반음식점,한식,강원특별자치도 강릉시 금성로61번길 11-1(성남동)
통큰왕손만두찐빵,일반음식점,분식,강원특별자치도 강릉시 토성로 79(홍제동)
통큰해물,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 460
통통배매운탕,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 30
티각태각대게고로게,일반음식점,분식,강원특별자치도 강릉시 금성로13번길 12(1층 성남동)
파도식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 주문로 168
파도식당본점,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 32
파랑새김밥,일반음식점,분식,강원특별자치도 강릉시 산양큰길 46(포남동)
파주닭국수,일반음식점,한식,강원특별자치도 강릉시 금성로14번길 5-2(2층 금학동)
팔당수산,일반음식점,한식,강원특별자치도 강릉시 옥천로61번길 8-1(옥천동)
팔당원조칼제비강릉남항진점,일반음식점,한식,강원특별자치도 강릉시 공항길 18-6(가동 1층 병산동)
팔도전복해물뚝배기,일반음식점,한식,강원특별자치도 강릉시 창해로 375(강문동)
페리페리버거,일반음식점,한식,강원특별자치도 강릉시 창해로2번길 32(1층 견소동)
편백향,일반음식점,한식,강원특별자치도 강릉시 난설헌로 105(가동 2층 포남동)
평상집,일반음식점,한식,강원특별자치도 강릉시 경강로 1849(1층 홍제동)
평지해장국,일반음식점,한식,강원특별자치도 강릉시 강릉대로 98-1(홍제동)
평진냉면,일반음식점,한식,강원특별자치도 강릉시 성덕로 89(1층 병산동)
평창식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장3길 3-1
평창왕갈비탕내곡점,일반음식점,한식,강원특별자치도 강릉시 범일로 626(1층 101호 내곡동)
평창왕갈비탕전문점,일반음식점,한식,강원특별자치도 강릉시 성덕포남로213번길 12-6(1층 102호 포남동)
평화가든,일반음식점,한식,강원특별자치도 강릉시 옥계면 옥계로 1110
